CustomerID,Gender,Age,Location,ProductCategory,PurchaseAmount,LastPurchaseDate,IsChurned,SupportTickets,MarketingEngagement,Recency,Cluster,LeadSource,SalesStage,DaysInStage,CustomerReview,Sentiment,Polarity
168,Female,29,Lake Jorge,Security Camera,479.45,12-01-2025,0,3,62,92,0,Referral,Qualified,8,Had to return it. Didn't meet expectations.,Neutral,0
169,Female,66,Bryantmouth,Smart Plug,391.51,13-08-2023,0,0,39,610,2,Webinar,Demo,7,I'm very happy with my purchase. Highly recommend!,Positive,0.6
170,Female,24,Meganfort,Wearable,164.21,18-12-2023,0,3,84,483,1,Ad Campaign,Lead,2,Works perfectly and integrates well with my other devices.,Positive,0.4375
171,Male,28,New Scott,Smart Speaker,336.95,15-07-2024,1,2,10,273,3,Email,Negotiation,14,Terrible experience. It stopped working in a week.,Negative,-1
172,Female,40,Mosleyfort,Smart Plug,340.15,25-04-2023,1,2,78,720,2,Referral,Won,3,Had to return it. Didn't meet expectations.,Neutral,0
173,Male,27,Shawfort,Wearable,165.57,08-05-2024,1,3,33,341,3,Social Media,Lost,2,The app is buggy and crashes often.,Neutral,0
174,Male,37,Harmonmouth,Smart Light,393.54,02-07-2024,0,0,97,286,0,Webinar,Qualified,6,Had to return it. Didn't meet expectations.,Neutral,0
175,Other,54,Lake Eric,Security Camera,455.2,13-08-2024,1,0,87,244,0,Ad Campaign,Demo,9,Product quality is bad. Not worth the money.,Negative,-0.425
176,Female,53,Alanshire,Smart Speaker,290.46,10-01-2024,0,2,89,460,0,Email,Lead,4,Fast delivery and easy setup.,Positive,0.316666667
177,Other,24,Stevenfurt,Smart Thermostat,200.41,19-02-2025,1,3,73,54,0,Referral,Negotiation,12,Great product! Really loved the smart features.,Positive,0.638095238
178,Female,29,New Sean,Wearable,277.5,07-05-2023,0,5,86,708,1,Social Media,Won,6,The app is buggy and crashes often.,Neutral,0
179,Female,66,North Dantown,Security Camera,241.87,21-06-2024,0,3,20,297,3,Webinar,Lost,1,Terrible experience. It stopped working in a week.,Negative,-1
180,Other,34,Riceton,Smart Plug,430.22,13-02-2024,0,0,96,426,0,Ad Campaign,Qualified,7,Fast delivery and easy setup.,Positive,0.316666667
181,Other,49,Stevenborough,Security Camera,251.65,17-02-2025,1,4,25,56,3,Email,Demo,11,Fast delivery and easy setup.,Positive,0.316666667
182,Male,68,East Jamesmouth,Smart Plug,464.29,05-05-2023,1,0,33,710,2,Referral,Lead,3,"Customer service was okay, but not great.",Neutral,0.05
183,Other,21,Raymondmouth,Smart Plug,243.46,10-08-2024,1,5,43,247,1,Social Media,Negotiation,10,I'm very happy with my purchase. Highly recommend!,Positive,0.6
184,Female,22,West Carlosshire,Smart Light,62.15,18-08-2024,1,1,29,239,3,Webinar,Won,5,Had to return it. Didn't meet expectations.,Neutral,0
185,Male,23,North Amanda,Smart Plug,351.29,06-03-2024,1,2,71,404,0,Ad Campaign,Lost,2,Had to return it. Didn't meet expectations.,Neutral,0
186,Female,59,Port Andrewstad,Wearable,441.77,25-03-2025,1,0,62,20,0,Email,Qualified,9,Fast delivery and easy setup.,Positive,0.316666667
187,Female,36,Ramosberg,Wearable,381.38,15-10-2024,1,2,54,181,0,Referral,Demo,13,Product quality is bad. Not worth the money.,Negative,-0.425
188,Male,51,Janiceberg,Smart Thermostat,353.04,12-08-2023,1,0,96,611,2,Social Media,Lead,2,Product quality is bad. Not worth the money.,Negative,-0.425
189,Female,38,East Deborahland,Smart Light,33.13,22-07-2023,1,5,33,632,1,Webinar,Negotiation,12,I'm very happy with my purchase. Highly recommend!,Positive,0.6
190,Female,34,Lake Leslieton,Security Camera,234.03,16-05-2023,1,4,21,699,1,Ad Campaign,Won,4,The app is buggy and crashes often.,Neutral,0
191,Male,46,North Brianburgh,Smart Thermostat,429.22,23-11-2023,1,3,34,508,2,Email,Lead,4,Good value for money. Would buy again.,Positive,0.7
192,Male,33,Bradleymouth,Smart Speaker,310.54,13-12-2023,0,3,54,488,2,Social Media,Qualified,7,Great product! Really loved the smart features.,Positive,0.638095238
193,Other,22,Lake Nicole,Smart Speaker,201.85,05-06-2024,1,1,0,313,3,Referral,Demo,10,Works perfectly and integrates well with my other devices.,Positive,0.4375
194,Male,22,East Bryanton,Smart Plug,478.32,28-02-2024,1,1,95,411,0,Webinar,Negotiation,9,Works perfectly and integrates well with my other devices.,Positive,0.4375
195,Female,41,Hillside,Smart Speaker,318.44,14-09-2023,0,1,93,578,2,Ad Campaign,Won,3,Works perfectly and integrates well with my other devices.,Positive,0.4375
196,Other,48,West Laurieberg,Wearable,306.16,15-09-2024,1,4,49,211,0,Email,Lost,2,Good value for money. Would buy again.,Positive,0.7
197,Other,24,Carlhaven,Smart Thermostat,77.54,25-02-2024,1,5,45,414,1,Referral,Qualified,6,Works perfectly and integrates well with my other devices.,Positive,0.4375
198,Female,53,North Michaelberg,Wearable,344.1,20-04-2023,0,4,7,725,2,Webinar,Lead,5,"Customer service was okay, but not great.",Neutral,0.05
199,Male,42,North Benjaminside,Smart Light,391.69,07-03-2025,1,1,66,38,0,Ad Campaign,Demo,13,Good value for money. Would buy again.,Positive,0.7
200,Other,40,East Margaret,Smart Speaker,31.12,29-05-2023,0,5,73,686,1,Social Media,Negotiation,15,Product quality is bad. Not worth the money.,Negative,-0.425
201,Male,19,South Kimberly,Wearable,200.19,12-02-2024,1,2,80,427,1,Email,Won,4,Product quality is bad. Not worth the money.,Negative,-0.425
202,Other,53,Jesusberg,Smart Plug,43.63,17-04-2024,1,0,9,362,3,Social Media,Lost,1,I'm very happy with my purchase. Highly recommend!,Positive,0.6
203,Other,61,South Feliciabury,Smart Light,102.27,25-04-2023,1,3,51,720,1,Referral,Qualified,9,Had to return it. Didn't meet expectations.,Neutral,0
204,Female,69,North Dwayne,Smart Thermostat,216.89,10-07-2023,0,3,72,644,1,Webinar,Demo,7,Fast delivery and easy setup.,Positive,0.316666667
205,Other,25,Justinchester,Security Camera,304.2,25-06-2023,1,5,24,659,2,Ad Campaign,Lead,3,Works perfectly and integrates well with my other devices.,Positive,0.4375
206,Other,24,Beverlymouth,Smart Light,179.57,06-10-2023,1,2,67,556,1,Email,Negotiation,12,Great product! Really loved the smart features.,Positive,0.638095238
207,Female,66,Lake Bonnie,Smart Speaker,371.7,08-12-2024,1,2,66,127,0,Referral,Won,6,Great product! Really loved the smart features.,Positive,0.638095238
208,Other,70,South Jessica,Smart Thermostat,420.19,04-09-2024,1,3,70,222,0,Social Media,Lost,2,Works perfectly and integrates well with my other devices.,Positive,0.4375
209,Other,69,East Kaitlyn,Smart Plug,126.66,16-09-2023,0,0,37,576,1,Webinar,Qualified,10,Terrible experience. It stopped working in a week.,Negative,-1
210,Male,48,West Stephanieberg,Smart Plug,67.93,07-11-2023,1,3,89,524,1,Ad Campaign,Demo,8,Works perfectly and integrates well with my other devices.,Positive,0.4375
211,Female,62,Danachester,Wearable,150.89,30-04-2024,0,1,66,349,1,Email,Lead,1,Works perfectly and integrates well with my other devices.,Positive,0.4375
212,Other,60,Brittanyfort,Wearable,455.8,08-12-2023,1,0,57,493,2,Referral,Negotiation,11,Fast delivery and easy setup.,Positive,0.316666667
213,Male,63,Michaelfurt,Smart Speaker,220.79,12-06-2023,1,3,100,672,1,Social Media,Won,5,Had to return it. Didn't meet expectations.,Neutral,0
214,Other,43,East Jeffreyborough,Wearable,328.84,11-11-2023,0,0,75,520,2,Webinar,Lost,3,Great product! Really loved the smart features.,Positive,0.638095238
215,Female,18,New Nicholeport,Security Camera,253.9,27-08-2023,1,5,40,596,1,Ad Campaign,Qualified,6,Works perfectly and integrates well with my other devices.,Positive,0.4375
216,Other,28,East Laurenside,Smart Plug,392.64,19-03-2024,0,2,18,391,2,Email,Demo,9,Great product! Really loved the smart features.,Positive,0.638095238
217,Male,52,South Richard,Wearable,134.32,18-11-2024,1,0,4,147,3,Referral,Lead,2,Terrible experience. It stopped working in a week.,Negative,-1
218,Female,26,Anneburgh,Smart Speaker,381.24,23-10-2024,1,2,5,173,3,Social Media,Negotiation,14,Had to return it. Didn't meet expectations.,Neutral,0
219,Other,23,East Courtneyburgh,Smart Speaker,491.09,26-02-2025,1,2,14,47,3,Webinar,Won,4,Good value for money. Would buy again.,Positive,0.7
220,Female,57,South Susan,Smart Speaker,86.61,19-12-2023,0,5,29,482,1,Ad Campaign,Lost,1,The app is buggy and crashes often.,Neutral,0
221,Other,28,Burnstown,Wearable,268.95,19-01-2025,1,4,36,85,3,Email,Qualified,8,Had to return it. Didn't meet expectations.,Neutral,0
222,Other,18,South Mackenzie,Smart Speaker,61.82,31-12-2023,0,3,91,470,1,Referral,Demo,10,Good value for money. Would buy again.,Positive,0.7
223,Other,60,New Kenneth,Wearable,58,16-12-2024,0,5,17,119,3,Social Media,Lead,4,"Customer service was okay, but not great.",Neutral,0.05
224,Female,59,Lake Michael,Smart Speaker,150,14-02-2024,1,1,47,425,1,Webinar,Negotiation,13,I'm very happy with my purchase. Highly recommend!,Positive,0.6
225,Female,60,Harrisville,Security Camera,115.89,03-12-2023,1,4,77,498,1,Ad Campaign,Won,3,Had to return it. Didn't meet expectations.,Neutral,0
226,Female,46,Port Jasmine,Smart Light,30.63,11-10-2024,0,3,11,185,3,Email,Lost,2,Fast delivery and easy setup.,Positive,0.316666667
227,Female,42,Port Robertoside,Smart Thermostat,432.98,29-06-2023,1,0,65,655,2,Referral,Qualified,7,Terrible experience. It stopped working in a week.,Negative,-1
228,Male,65,Andersonberg,Smart Light,274.35,31-01-2024,0,0,93,439,0,Webinar,Lead,5,The app is buggy and crashes often.,Neutral,0
229,Female,69,Fostermouth,Wearable,366.19,22-04-2023,0,1,59,723,2,Ad Campaign,Demo,11,The app is buggy and crashes often.,Neutral,0
230,Female,62,East Angelamouth,Security Camera,272.84,04-12-2023,0,3,17,497,2,Social Media,Negotiation,15,Had to return it. Didn't meet expectations.,Neutral,0
231,Other,50,Shelleytown,Smart Plug,372.21,12-04-2024,0,3,83,367,0,Email,Won,4,Good value for money. Would buy again.,Positive,0.7
232,Male,49,Lake William,Smart Plug,77.04,07-12-2024,1,1,56,128,3,Social Media,Lost,2,Product quality is bad. Not worth the money.,Negative,-0.425
233,Male,51,South George,Smart Thermostat,42.97,10-04-2025,0,0,84,4,0,Referral,Qualified,6,"Customer service was okay, but not great.",Neutral,0.05
234,Other,67,Lake Johnberg,Smart Speaker,436.43,17-04-2023,0,3,51,728,2,Webinar,Demo,12,Fast delivery and easy setup.,Positive,0.316666667
235,Other,65,Kristopherville,Smart Thermostat,187.4,08-03-2024,0,4,12,402,3,Ad Campaign,Lead,3,Good value for money. Would buy again.,Positive,0.7
236,Other,28,Lambborough,Smart Speaker,321.67,21-05-2024,0,2,84,328,0,Email,Negotiation,9,Terrible experience. It stopped working in a week.,Negative,-1
237,Female,63,Perezmouth,Smart Plug,277.73,30-06-2024,1,3,77,288,0,Referral,Won,5,Had to return it. Didn't meet expectations.,Neutral,0
238,Female,58,Woodside,Smart Light,482.18,07-01-2025,0,3,64,97,0,Social Media,Lost,1,I'm very happy with my purchase. Highly recommend!,Positive,0.6
239,Other,24,New Jo,Security Camera,91.94,22-05-2023,1,2,59,693,1,Webinar,Qualified,10,Fast delivery and easy setup.,Positive,0.316666667
240,Female,38,North Jameshaven,Wearable,223.33,20-10-2023,0,3,1,542,3,Ad Campaign,Demo,7,Terrible experience. It stopped working in a week.,Negative,-1
241,Female,43,Ronaldtown,Smart Plug,451.73,09-09-2024,1,3,86,217,0,Email,Lead,2,Good value for money. Would buy again.,Positive,0.7
242,Female,28,Port Matthewbury,Smart Light,79.61,05-11-2023,0,5,84,526,1,Referral,Negotiation,13,I'm very happy with my purchase. Highly recommend!,Positive,0.6
243,Male,29,North Amy,Security Camera,459.86,02-06-2023,1,1,25,682,2,Social Media,Won,6,I'm very happy with my purchase. Highly recommend!,Positive,0.6
244,Other,23,Elizabethview,Smart Plug,426.02,11-03-2024,1,5,85,399,0,Webinar,Lost,1,Product quality is bad. Not worth the money.,Negative,-0.425
245,Male,39,North Matthew,Smart Speaker,442.71,25-04-2024,1,4,94,354,0,Ad Campaign,Qualified,8,Terrible experience. It stopped working in a week.,Negative,-1
246,Female,34,Lake Paulfort,Smart Thermostat,237.16,29-11-2024,1,4,44,136,0,Email,Demo,9,Great product! Really loved the smart features.,Positive,0.638095238
247,Male,62,Port Albert,Smart Plug,294.02,08-10-2024,1,5,40,188,0,Referral,Lead,4,The app is buggy and crashes often.,Neutral,0
248,Female,31,North Donaldland,Smart Thermostat,243.47,13-02-2025,0,2,12,60,3,Social Media,Negotiation,14,Terrible experience. It stopped working in a week.,Negative,-1
249,Male,68,Larsenland,Smart Speaker,242.37,06-12-2024,1,2,83,129,0,Webinar,Won,5,Works perfectly and integrates well with my other devices.,Positive,0.4375
250,Female,60,Michaelton,Smart Plug,141.11,27-08-2023,1,4,14,596,1,Ad Campaign,Lost,3,Terrible experience. It stopped working in a week.,Negative,-1
251,Other,63,Walkermouth,Smart Plug,350.25,24-08-2023,0,4,60,599,2,Email,Qualified,7,Product quality is bad. Not worth the money.,Negative,-0.425
252,Male,60,Boyleshire,Smart Speaker,294.67,12-04-2025,0,2,91,2,0,Referral,Demo,11,Had to return it. Didn't meet expectations.,Neutral,0
253,Other,43,Kristaland,Security Camera,331.48,11-01-2025,0,2,74,93,0,Social Media,Lead,3,Great product! Really loved the smart features.,Positive,0.638095238
254,Female,29,West Amy,Smart Thermostat,76.32,09-12-2023,1,4,25,492,1,Webinar,Negotiation,12,"Customer service was okay, but not great.",Neutral,0.05
255,Other,36,East Monique,Wearable,321.92,10-11-2024,0,5,5,155,3,Ad Campaign,Won,4,Fast delivery and easy setup.,Positive,0.316666667
256,Female,23,Joshuahaven,Smart Light,130.44,19-09-2023,1,1,43,573,1,Email,Lost,2,The app is buggy and crashes often.,Neutral,0
257,Female,63,Ianbury,Smart Speaker,276.57,26-11-2023,0,5,91,505,1,Referral,Qualified,9,Had to return it. Didn't meet expectations.,Neutral,0
258,Other,28,New Tammyview,Smart Plug,136.2,22-07-2024,0,3,61,266,1,Webinar,Lead,1,Great product! Really loved the smart features.,Positive,0.638095238
259,Female,69,Teresaburgh,Smart Light,418.77,06-10-2023,1,1,98,556,2,Ad Campaign,Demo,10,Terrible experience. It stopped working in a week.,Negative,-1
260,Other,33,Katelynville,Security Camera,439.63,16-12-2024,1,3,26,119,3,Social Media,Negotiation,15,I'm very happy with my purchase. Highly recommend!,Positive,0.6
261,Other,27,Wiseton,Security Camera,202.15,24-05-2024,0,3,9,325,3,Email,Won,5,Works perfectly and integrates well with my other devices.,Positive,0.4375
262,Male,68,Moorefort,Smart Thermostat,187.67,08-06-2024,1,1,40,310,3,Social Media,Lost,1,Great product! Really loved the smart features.,Positive,0.638095238
263,Other,21,Bestside,Smart Plug,136.61,16-09-2023,0,3,55,576,1,Referral,Qualified,8,Had to return it. Didn't meet expectations.,Neutral,0
264,Other,48,Kelseytown,Security Camera,306.45,30-06-2023,1,0,71,654,2,Webinar,Demo,7,Great product! Really loved the smart features.,Positive,0.638095238
265,Other,29,New Lindsayport,Smart Light,374.56,23-11-2024,0,2,81,142,0,Ad Campaign,Lead,2,I'm very happy with my purchase. Highly recommend!,Positive,0.6
266,Male,28,Wolfefort,Smart Plug,380.47,07-06-2023,0,1,74,677,2,Email,Negotiation,14,Terrible experience. It stopped working in a week.,Negative,-1
267,Other,28,Spencershire,Wearable,289.95,30-03-2025,0,3,22,15,3,Referral,Won,3,I'm very happy with my purchase. Highly recommend!,Positive,0.6
268,Other,40,West Amanda,Security Camera,462.82,15-01-2025,0,1,64,89,0,Social Media,Lost,2,Terrible experience. It stopped working in a week.,Negative,-1
269,Other,54,Erikabury,Security Camera,312.99,03-09-2024,0,2,5,223,3,Webinar,Qualified,6,Great product! Really loved the smart features.,Positive,0.638095238
270,Female,64,Thomasview,Security Camera,79.07,22-10-2024,1,1,1,174,3,Ad Campaign,Demo,9,Works perfectly and integrates well with my other devices.,Positive,0.4375
271,Other,60,Port Jamesbury,Security Camera,126.6,18-07-2023,1,1,43,636,1,Email,Lead,4,"Customer service was okay, but not great.",Neutral,0.05
272,Female,27,Port Alexisbury,Wearable,427.99,09-08-2023,1,2,72,614,2,Referral,Negotiation,12,Fast delivery and easy setup.,Positive,0.316666667
273,Male,21,Bruceside,Smart Speaker,268.82,13-07-2024,0,2,68,275,0,Social Media,Won,6,Great product! Really loved the smart features.,Positive,0.638095238
274,Other,62,Montgomerybury,Wearable,293.14,04-11-2023,0,3,39,527,2,Webinar,Lost,1,Product quality is bad. Not worth the money.,Negative,-0.425
275,Other,69,Markburgh,Smart Thermostat,475.76,06-10-2023,0,5,91,556,2,Ad Campaign,Qualified,7,Works perfectly and integrates well with my other devices.,Positive,0.4375
276,Other,27,South Davidfort,Smart Thermostat,414.54,14-04-2023,0,4,66,731,2,Email,Demo,11,"Customer service was okay, but not great.",Neutral,0.05
277,Other,45,Johnton,Smart Speaker,232.18,10-06-2023,1,0,49,674,2,Referral,Lead,3,Works perfectly and integrates well with my other devices.,Positive,0.4375
278,Other,48,Rojaschester,Smart Thermostat,212.04,09-09-2023,1,2,32,583,1,Social Media,Negotiation,10,I'm very happy with my purchase. Highly recommend!,Positive,0.6
279,Other,45,Tammyland,Security Camera,362.64,03-04-2024,0,5,30,376,2,Webinar,Won,5,"Customer service was okay, but not great.",Neutral,0.05
280,Female,57,North Jamesfurt,Security Camera,314.09,27-12-2024,0,2,63,108,0,Ad Campaign,Lost,2,Product quality is bad. Not worth the money.,Negative,-0.425
281,Male,57,Angelachester,Security Camera,215.27,11-10-2023,0,5,43,551,1,Email,Qualified,9,Great product! Really loved the smart features.,Positive,0.638095238
282,Male,28,New Rachelville,Smart Light,174.09,26-06-2024,0,0,16,292,3,Referral,Demo,13,Works perfectly and integrates well with my other devices.,Positive,0.4375
283,Male,48,Kennethborough,Smart Plug,71.19,08-08-2023,0,3,67,615,1,Social Media,Lead,2,I'm very happy with my purchase. Highly recommend!,Positive,0.6
284,Female,55,West Josephbury,Smart Speaker,347.33,20-07-2023,1,3,54,634,2,Webinar,Negotiation,12,Product quality is bad. Not worth the money.,Negative,-0.425
285,Female,31,Port Shelbyview,Smart Thermostat,116.28,31-10-2023,0,5,20,531,1,Ad Campaign,Won,4,Good value for money. Would buy again.,Positive,0.7
286,Female,57,New Peterfort,Smart Light,453.66,15-09-2023,1,4,45,577,2,Email,Lead,4,Works perfectly and integrates well with my other devices.,Positive,0.4375
287,Male,54,Lake Lisachester,Wearable,412.44,09-10-2024,1,1,90,187,0,Social Media,Qualified,7,Terrible experience. It stopped working in a week.,Negative,-1
288,Other,51,New Elaine,Smart Thermostat,337.62,04-11-2024,0,5,54,161,0,Referral,Demo,10,Terrible experience. It stopped working in a week.,Negative,-1
289,Other,58,Danielshire,Smart Speaker,66.9,23-07-2024,0,5,68,265,1,Webinar,Negotiation,9,Product quality is bad. Not worth the money.,Negative,-0.425
290,Other,38,Lake Lisa,Security Camera,439.52,21-01-2024,0,3,33,449,2,Ad Campaign,Won,3,Works perfectly and integrates well with my other devices.,Positive,0.4375
291,Male,69,Sandratown,Smart Plug,260.07,29-08-2023,0,0,55,594,2,Email,Lost,2,I'm very happy with my purchase. Highly recommend!,Positive,0.6
292,Male,42,Mitchellfort,Wearable,129.6,04-08-2023,1,1,45,619,1,Referral,Qualified,6,Great product! Really loved the smart features.,Positive,0.638095238
293,Female,69,Lake Thomas,Wearable,31.52,06-11-2023,1,1,2,525,3,Webinar,Lead,5,Good value for money. Would buy again.,Positive,0.7
294,Female,64,Amberport,Smart Plug,164.93,12-07-2024,1,1,85,276,0,Ad Campaign,Demo,13,"Customer service was okay, but not great.",Neutral,0.05
295,Female,52,Paulville,Wearable,159.53,11-01-2024,0,4,43,459,1,Social Media,Negotiation,15,Great product! Really loved the smart features.,Positive,0.638095238
296,Male,31,Port Suzannechester,Smart Light,63.78,06-02-2024,1,1,22,433,3,Email,Won,4,Fast delivery and easy setup.,Positive,0.316666667
297,Other,44,Stephaniefort,Smart Plug,199.19,04-02-2025,0,0,29,69,3,Social Media,Lost,1,I'm very happy with my purchase. Highly recommend!,Positive,0.6
298,Female,29,East Michaelville,Smart Thermostat,269.39,24-07-2023,1,4,7,630,2,Referral,Qualified,9,Terrible experience. It stopped working in a week.,Negative,-1
299,Other,32,West Jack,Wearable,425.61,26-06-2023,1,1,28,658,2,Webinar,Demo,7,Product quality is bad. Not worth the money.,Negative,-0.425
300,Other,46,Jaimeborough,Smart Thermostat,182.42,09-04-2025,1,5,23,5,3,Ad Campaign,Lead,3,The app is buggy and crashes often.,Neutral,0
301,Female,36,South Jacob,Smart Thermostat,439.17,18-11-2023,1,0,0,513,2,Email,Negotiation,12,Good value for money. Would buy again.,Positive,0.7
302,Female,33,Gomezchester,Smart Thermostat,298.5,07-05-2023,1,0,12,708,2,Referral,Won,6,"Customer service was okay, but not great.",Neutral,0.05
303,Male,23,Johnsonhaven,Smart Speaker,348.68,29-10-2024,0,3,18,167,3,Social Media,Lost,2,Great product! Really loved the smart features.,Positive,0.638095238
304,Female,60,Port Williamstad,Smart Thermostat,298.09,30-03-2024,0,1,86,380,0,Webinar,Qualified,10,"Customer service was okay, but not great.",Neutral,0.05
305,Male,60,Jacksonstad,Smart Plug,205.86,20-08-2024,1,3,18,237,3,Ad Campaign,Demo,8,I'm very happy with my purchase. Highly recommend!,Positive,0.6
306,Female,47,North Robertside,Smart Light,108.48,10-10-2023,1,5,74,552,1,Email,Lead,1,Fast delivery and easy setup.,Positive,0.316666667
307,Male,49,East Emmaville,Security Camera,487.53,17-07-2023,0,2,41,637,2,Referral,Negotiation,11,Good value for money. Would buy again.,Positive,0.7
308,Male,33,North Kennethview,Smart Thermostat,371.25,09-05-2024,1,2,45,340,2,Social Media,Won,5,Good value for money. Would buy again.,Positive,0.7
309,Female,57,Lake Luisborough,Smart Light,30.34,16-05-2024,0,3,81,333,1,Webinar,Lost,3,The app is buggy and crashes often.,Neutral,0
310,Other,53,Amandaberg,Smart Plug,97.08,13-07-2024,0,5,59,275,1,Ad Campaign,Qualified,6,Terrible experience. It stopped working in a week.,Negative,-1
311,Other,32,East Kevintown,Smart Light,475.3,21-11-2023,1,1,12,510,2,Email,Demo,9,I'm very happy with my purchase. Highly recommend!,Positive,0.6
312,Male,40,Port Sandra,Wearable,485.51,04-06-2024,1,2,31,314,2,Referral,Lead,2,Works perfectly and integrates well with my other devices.,Positive,0.4375
313,Female,52,North Amanda,Smart Speaker,151.32,25-07-2023,0,3,41,629,1,Social Media,Negotiation,14,Great product! Really loved the smart features.,Positive,0.638095238
314,Other,63,Cookville,Wearable,475.5,21-03-2025,0,3,28,24,3,Webinar,Won,4,The app is buggy and crashes often.,Neutral,0
315,Other,48,South Audreyville,Smart Speaker,441.97,15-01-2024,1,0,67,455,2,Ad Campaign,Lost,1,Product quality is bad. Not worth the money.,Negative,-0.425
316,Male,40,Pattersonfort,Smart Light,496.58,03-07-2023,1,0,70,651,2,Email,Qualified,8,Had to return it. Didn't meet expectations.,Neutral,0
317,Other,26,West Ashleyport,Wearable,201.67,16-06-2023,1,4,41,668,1,Referral,Demo,10,The app is buggy and crashes often.,Neutral,0
318,Female,40,Andrewbury,Smart Plug,63.2,29-07-2024,0,4,42,259,1,Social Media,Lead,4,Fast delivery and easy setup.,Positive,0.316666667
319,Other,44,Anthonyside,Wearable,298.99,04-02-2024,1,5,59,435,1,Webinar,Negotiation,13,Product quality is bad. Not worth the money.,Negative,-0.425
320,Other,70,Lake Richardberg,Wearable,427,11-08-2024,1,3,5,246,3,Ad Campaign,Won,3,"Customer service was okay, but not great.",Neutral,0.05
321,Female,56,Buchananberg,Wearable,218.96,18-02-2024,1,3,9,421,3,Email,Lost,2,Terrible experience. It stopped working in a week.,Negative,-1
322,Other,22,Port Henrymouth,Security Camera,317.39,02-12-2023,0,4,73,499,1,Referral,Qualified,7,Terrible experience. It stopped working in a week.,Negative,-1
323,Male,64,New Michaelfort,Wearable,362.97,15-06-2024,1,3,52,303,0,Webinar,Lead,5,The app is buggy and crashes often.,Neutral,0
324,Female,49,Davidburgh,Smart Thermostat,261.82,19-09-2024,1,0,68,207,0,Ad Campaign,Demo,11,Product quality is bad. Not worth the money.,Negative,-0.425
325,Other,26,North David,Security Camera,165.4,31-07-2023,1,4,76,623,1,Social Media,Negotiation,15,Works perfectly and integrates well with my other devices.,Positive,0.4375
326,Male,23,Wrightstad,Smart Plug,498.72,15-12-2023,1,4,86,486,2,Email,Won,4,Good value for money. Would buy again.,Positive,0.7
327,Male,49,Mcdanielville,Smart Light,39.6,19-02-2025,1,0,97,54,0,Social Media,Lost,2,Works perfectly and integrates well with my other devices.,Positive,0.4375
328,Male,54,East Hollyhaven,Smart Light,484.5,17-05-2024,1,1,69,332,2,Referral,Qualified,6,Fast delivery and easy setup.,Positive,0.316666667
329,Female,21,South Patrick,Security Camera,99.42,13-06-2024,1,3,30,305,3,Webinar,Demo,12,Works perfectly and integrates well with my other devices.,Positive,0.4375
330,Other,56,Alexandermouth,Security Camera,337.6,31-12-2024,1,1,13,104,3,Ad Campaign,Lead,3,Works perfectly and integrates well with my other devices.,Positive,0.4375
331,Male,31,South Davidbury,Smart Light,487.08,08-05-2023,1,5,79,707,2,Email,Negotiation,9,Product quality is bad. Not worth the money.,Negative,-0.425
332,Male,38,Colemanside,Smart Plug,451.81,26-07-2023,1,4,11,628,2,Referral,Won,5,I'm very happy with my purchase. Highly recommend!,Positive,0.6
333,Other,60,South Amber,Wearable,282.18,22-08-2023,1,0,12,601,2,Social Media,Lost,1,Great product! Really loved the smart features.,Positive,0.638095238
