CustomerID,Gender,Age,Location,ProductCategory,PurchaseAmount,LastPurchaseDate,IsChurned,SupportTickets,MarketingEngagement,Recency,Cluster,LeadSource,SalesStage,DaysInStage,CustomerReview,Sentiment,Polarity
334,Female,60,South John,Smart Plug,176.36,08-02-2024,1,5,79,431,1,Webinar,Qualified,10,I'm very happy with my purchase. Highly recommend!,Positive,0.6
335,Male,38,Steventown,Security Camera,160.84,30-05-2024,1,3,67,319,1,Ad Campaign,Demo,7,Works perfectly and integrates well with my other devices.,Positive,0.4375
336,Other,60,Lake Jenniferton,Smart Speaker,319.54,02-09-2024,1,0,21,224,3,Email,Lead,2,Great product! Really loved the smart features.,Positive,0.638095238
337,Other,45,East Elizabethbury,Wearable,345.85,21-06-2024,1,1,19,297,3,Referral,Negotiation,13,Terrible experience. It stopped working in a week.,Negative,-1
338,Other,44,Evansport,Smart Speaker,185.77,15-09-2024,0,4,37,211,3,Social Media,Won,6,Product quality is bad. Not worth the money.,Negative,-0.425
339,Female,32,West Anthonyfort,Smart Light,308.94,21-11-2024,0,4,48,144,0,Webinar,Lost,1,The app is buggy and crashes often.,Neutral,0
340,Male,20,East Clayton,Smart Plug,374.57,26-06-2023,1,4,32,658,2,Ad Campaign,Qualified,8,Terrible experience. It stopped working in a week.,Negative,-1
341,Female,24,South Elizabethtown,Smart Light,448.34,07-05-2023,0,1,23,708,2,Email,Demo,9,I'm very happy with my purchase. Highly recommend!,Positive,0.6
342,Female,25,New Davidmouth,Smart Light,221.73,03-12-2023,0,0,19,498,3,Referral,Lead,4,I'm very happy with my purchase. Highly recommend!,Positive,0.6
343,Female,35,Port Michael,Smart Thermostat,97.98,21-01-2025,0,3,56,83,0,Social Media,Negotiation,14,I'm very happy with my purchase. Highly recommend!,Positive,0.6
344,Male,65,East Brenthaven,Security Camera,370.01,04-12-2024,0,4,66,131,0,Webinar,Won,5,Good value for money. Would buy again.,Positive,0.7
345,Male,20,Delacruzville,Smart Thermostat,160.15,22-06-2024,0,1,18,296,3,Ad Campaign,Lost,3,Fast delivery and easy setup.,Positive,0.316666667
346,Other,55,Jeffburgh,Smart Thermostat,451.16,15-07-2023,0,2,38,639,2,Email,Qualified,7,Had to return it. Didn't meet expectations.,Neutral,0
347,Male,56,Williamsbury,Wearable,315.87,28-04-2023,0,4,40,717,2,Referral,Demo,11,Great product! Really loved the smart features.,Positive,0.638095238
348,Female,34,South Sierra,Smart Speaker,130.1,25-07-2023,0,2,37,629,1,Social Media,Lead,3,"Customer service was okay, but not great.",Neutral,0.05
349,Female,49,Cassandramouth,Smart Plug,390.16,22-03-2025,1,2,94,23,0,Webinar,Negotiation,12,Great product! Really loved the smart features.,Positive,0.638095238
350,Male,29,Ricardofurt,Smart Light,253.74,27-06-2024,0,4,25,291,3,Ad Campaign,Won,4,Great product! Really loved the smart features.,Positive,0.638095238
351,Other,34,East Franciscochester,Smart Plug,91.26,13-06-2023,1,2,12,671,1,Email,Lost,2,Fast delivery and easy setup.,Positive,0.316666667
352,Other,28,South Lisafurt,Smart Speaker,273.89,17-06-2024,1,4,53,301,0,Referral,Qualified,9,Had to return it. Didn't meet expectations.,Neutral,0
353,Other,22,Port Melissamouth,Smart Thermostat,412.71,07-03-2024,1,4,100,403,0,Webinar,Lead,1,Great product! Really loved the smart features.,Positive,0.638095238
354,Male,65,Evanchester,Smart Plug,224.45,18-03-2025,0,5,25,27,3,Ad Campaign,Demo,10,Terrible experience. It stopped working in a week.,Negative,-1
355,Other,23,West James,Smart Thermostat,280.81,18-06-2024,1,0,38,300,3,Social Media,Negotiation,15,Great product! Really loved the smart features.,Positive,0.638095238
356,Other,36,Port Shawnland,Security Camera,484.41,15-01-2024,0,0,83,455,2,Email,Won,5,Works perfectly and integrates well with my other devices.,Positive,0.4375
357,Other,24,Port George,Smart Light,406.66,26-02-2024,0,0,14,413,2,Social Media,Lost,1,Works perfectly and integrates well with my other devices.,Positive,0.4375
358,Female,70,South Josephhaven,Smart Speaker,178,12-01-2025,0,5,65,92,0,Referral,Qualified,8,The app is buggy and crashes often.,Neutral,0
359,Male,52,Port Leahchester,Wearable,375.05,03-07-2024,0,3,57,285,0,Webinar,Demo,7,Had to return it. Didn't meet expectations.,Neutral,0
360,Male,31,Jamiefort,Smart Thermostat,130.7,07-04-2024,1,0,99,372,0,Ad Campaign,Lead,2,Fast delivery and easy setup.,Positive,0.316666667
361,Other,30,Martinezbury,Smart Thermostat,101.09,17-12-2023,1,1,20,484,3,Email,Negotiation,14,Works perfectly and integrates well with my other devices.,Positive,0.4375
362,Male,69,Angelastad,Smart Thermostat,215.9,11-02-2025,1,0,31,62,3,Referral,Won,3,Works perfectly and integrates well with my other devices.,Positive,0.4375
363,Female,56,Thomasfort,Wearable,218.74,10-03-2025,1,2,73,35,0,Social Media,Lost,2,I'm very happy with my purchase. Highly recommend!,Positive,0.6
364,Other,67,Barnesside,Smart Thermostat,251.47,08-02-2024,1,4,20,431,3,Webinar,Qualified,6,Product quality is bad. Not worth the money.,Negative,-0.425
365,Other,51,South Kevinborough,Smart Plug,68.92,29-07-2023,1,5,70,625,1,Ad Campaign,Demo,9,Good value for money. Would buy again.,Positive,0.7
366,Other,32,East Zacharyview,Smart Light,333.67,01-06-2024,0,1,37,317,3,Email,Lead,4,Great product! Really loved the smart features.,Positive,0.638095238
367,Other,43,Port Samuel,Smart Thermostat,474.72,16-08-2024,1,4,40,241,2,Referral,Negotiation,12,Great product! Really loved the smart features.,Positive,0.638095238
368,Female,59,Copelandmouth,Smart Light,286.44,31-01-2025,0,2,11,73,3,Social Media,Won,6,I'm very happy with my purchase. Highly recommend!,Positive,0.6
369,Other,27,Ericside,Security Camera,387.71,26-01-2025,1,2,77,78,0,Webinar,Lost,1,Fast delivery and easy setup.,Positive,0.316666667
370,Male,40,Matthewsville,Wearable,70.95,19-03-2025,0,2,58,26,3,Ad Campaign,Qualified,7,I'm very happy with my purchase. Highly recommend!,Positive,0.6
371,Other,62,Port Jenniferborough,Smart Thermostat,118.3,17-10-2023,1,0,35,545,1,Email,Demo,11,"Customer service was okay, but not great.",Neutral,0.05
372,Male,35,Woodbury,Security Camera,133.65,19-10-2023,0,0,84,543,1,Referral,Lead,3,Fast delivery and easy setup.,Positive,0.316666667
373,Female,30,Lake Aaronbury,Smart Thermostat,267.59,22-11-2024,0,2,18,143,3,Social Media,Negotiation,10,"Customer service was okay, but not great.",Neutral,0.05
374,Male,31,Jamesland,Smart Thermostat,237.67,19-02-2024,1,3,58,420,1,Webinar,Won,5,Fast delivery and easy setup.,Positive,0.316666667
375,Female,30,Ericksonborough,Smart Thermostat,33.66,30-06-2024,1,4,36,288,1,Ad Campaign,Lost,2,Terrible experience. It stopped working in a week.,Negative,-1
376,Female,41,Brandyberg,Smart Plug,126.32,03-03-2025,0,3,55,42,0,Email,Qualified,9,Good value for money. Would buy again.,Positive,0.7
377,Other,19,Franklinstad,Smart Thermostat,190.01,04-12-2023,1,1,96,497,1,Referral,Demo,13,I'm very happy with my purchase. Highly recommend!,Positive,0.6
378,Other,33,North Emily,Wearable,473.49,20-02-2024,1,1,35,419,2,Social Media,Lead,2,Fast delivery and easy setup.,Positive,0.316666667
379,Male,61,Samanthaside,Smart Plug,350.28,26-01-2025,1,0,8,78,3,Webinar,Negotiation,12,Good value for money. Would buy again.,Positive,0.7
380,Female,47,Jeremyside,Smart Light,95.26,22-08-2023,0,2,71,601,1,Ad Campaign,Won,4,Great product! Really loved the smart features.,Positive,0.638095238
381,Other,27,East Ronaldberg,Security Camera,490.76,10-06-2023,1,3,55,674,2,Email,Lead,4,Works perfectly and integrates well with my other devices.,Positive,0.4375
382,Female,62,Lake Susanborough,Security Camera,171.99,15-10-2024,1,4,77,181,0,Social Media,Qualified,7,Had to return it. Didn't meet expectations.,Neutral,0
383,Other,35,North Erinburgh,Smart Thermostat,88.26,14-09-2024,0,1,63,212,3,Referral,Demo,10,Good value for money. Would buy again.,Positive,0.7
384,Female,63,Lake Kimberlyport,Smart Speaker,497.3,01-08-2023,1,1,84,622,2,Webinar,Negotiation,9,Had to return it. Didn't meet expectations.,Neutral,0
385,Other,62,Robertberg,Security Camera,260.26,16-01-2025,1,2,7,88,3,Ad Campaign,Won,3,Good value for money. Would buy again.,Positive,0.7
386,Male,59,New Aprilmouth,Security Camera,72.91,19-02-2024,1,5,65,420,1,Email,Lost,2,I'm very happy with my purchase. Highly recommend!,Positive,0.6
387,Other,69,Morganton,Wearable,88.68,30-05-2024,1,0,11,319,3,Referral,Qualified,6,I'm very happy with my purchase. Highly recommend!,Positive,0.6
388,Female,66,South Melissaside,Wearable,453.06,05-01-2025,0,2,99,99,0,Webinar,Lead,5,I'm very happy with my purchase. Highly recommend!,Positive,0.6
389,Other,47,Bakerstad,Smart Thermostat,454.54,05-02-2025,1,4,48,68,0,Ad Campaign,Demo,13,Great product! Really loved the smart features.,Positive,0.638095238
390,Female,27,Greenshire,Smart Plug,302.24,27-07-2023,1,2,38,627,2,Social Media,Negotiation,15,Great product! Really loved the smart features.,Positive,0.638095238
391,Other,21,Matthewbury,Smart Light,194.03,03-09-2024,1,3,86,223,0,Email,Won,4,I'm very happy with my purchase. Highly recommend!,Positive,0.6
392,Other,63,Toniside,Wearable,105.77,09-08-2023,1,0,16,614,3,Social Media,Lost,1,Works perfectly and integrates well with my other devices.,Positive,0.4375
393,Female,20,Mckeechester,Smart Plug,255.25,14-03-2024,0,0,0,396,3,Referral,Qualified,9,Terrible experience. It stopped working in a week.,Negative,-1
394,Other,52,New Devonhaven,Smart Speaker,382.89,11-04-2024,1,2,24,368,2,Webinar,Demo,7,Good value for money. Would buy again.,Positive,0.7
395,Female,64,Turnertown,Wearable,92.86,12-03-2024,1,1,66,398,1,Ad Campaign,Lead,3,Terrible experience. It stopped working in a week.,Negative,-1
396,Female,61,Kimberlyfort,Smart Thermostat,30.06,18-01-2025,1,5,95,86,0,Email,Negotiation,12,Works perfectly and integrates well with my other devices.,Positive,0.4375
397,Male,50,East Ginaton,Smart Light,293.3,31-05-2024,1,2,90,318,0,Referral,Won,6,Product quality is bad. Not worth the money.,Negative,-0.425
398,Male,54,Robinsonside,Smart Thermostat,182.41,29-10-2024,1,3,100,167,0,Social Media,Lost,2,Had to return it. Didn't meet expectations.,Neutral,0
399,Female,42,Sandersborough,Security Camera,147.06,25-08-2024,0,2,15,232,3,Webinar,Qualified,10,The app is buggy and crashes often.,Neutral,0
400,Male,29,Deannatown,Smart Speaker,249.82,13-06-2024,1,2,100,305,0,Ad Campaign,Demo,8,Product quality is bad. Not worth the money.,Negative,-0.425
401,Other,30,East Stephanie,Smart Light,438.78,20-01-2024,1,2,69,450,2,Email,Lead,1,Product quality is bad. Not worth the money.,Negative,-0.425
402,Other,58,Montoyaton,Security Camera,317.83,22-04-2024,1,3,62,357,0,Referral,Negotiation,11,Had to return it. Didn't meet expectations.,Neutral,0
403,Other,33,East Christopherchester,Smart Thermostat,417.67,11-07-2023,1,3,77,643,2,Social Media,Won,5,The app is buggy and crashes often.,Neutral,0
404,Other,24,Jenniferfurt,Smart Light,384.54,21-02-2024,1,2,90,418,0,Webinar,Lost,3,I'm very happy with my purchase. Highly recommend!,Positive,0.6
405,Female,32,New Ashleyville,Smart Thermostat,105.59,18-02-2024,1,2,74,421,1,Ad Campaign,Qualified,6,Product quality is bad. Not worth the money.,Negative,-0.425
406,Other,26,Davidfort,Wearable,455.23,29-01-2024,0,3,24,441,2,Email,Demo,9,Had to return it. Didn't meet expectations.,Neutral,0
407,Other,21,East Jason,Smart Plug,452.99,07-02-2024,0,5,92,432,0,Referral,Lead,2,"Customer service was okay, but not great.",Neutral,0.05
408,Female,18,Curtisville,Smart Thermostat,68.1,15-06-2023,0,0,57,669,1,Social Media,Negotiation,14,Great product! Really loved the smart features.,Positive,0.638095238
409,Female,60,Andrewburgh,Smart Thermostat,234.32,14-03-2024,1,0,23,396,3,Webinar,Won,4,Product quality is bad. Not worth the money.,Negative,-0.425
410,Male,51,East Ryanstad,Smart Light,94.29,18-02-2025,1,1,4,55,3,Ad Campaign,Lost,1,Great product! Really loved the smart features.,Positive,0.638095238
411,Male,53,Lake Patrick,Wearable,357.98,22-08-2024,1,1,66,235,0,Email,Qualified,8,"Customer service was okay, but not great.",Neutral,0.05
412,Other,39,New Josephtown,Smart Light,418.21,05-08-2024,1,3,35,252,2,Referral,Demo,10,Great product! Really loved the smart features.,Positive,0.638095238
413,Male,68,Lake Charles,Smart Thermostat,364.57,29-09-2023,1,2,19,563,2,Social Media,Lead,4,Terrible experience. It stopped working in a week.,Negative,-1
414,Other,36,North Monicachester,Smart Plug,286.13,31-01-2025,0,4,87,73,0,Webinar,Negotiation,13,Fast delivery and easy setup.,Positive,0.316666667
415,Male,69,West Robertohaven,Wearable,456.22,17-09-2024,0,0,43,209,3,Ad Campaign,Won,3,"Customer service was okay, but not great.",Neutral,0.05
416,Other,41,New Vanessa,Smart Plug,76.88,22-02-2025,1,2,79,51,0,Email,Lost,2,"Customer service was okay, but not great.",Neutral,0.05
417,Male,23,South Calvinbury,Security Camera,310.75,24-11-2024,1,0,9,141,3,Referral,Qualified,7,The app is buggy and crashes often.,Neutral,0
418,Male,39,East Donaldhaven,Smart Speaker,447.73,05-07-2023,1,0,7,649,2,Webinar,Lead,5,Terrible experience. It stopped working in a week.,Negative,-1
419,Other,43,South Heatherside,Smart Thermostat,154.65,06-04-2025,1,5,94,8,0,Ad Campaign,Demo,11,Fast delivery and easy setup.,Positive,0.316666667
420,Male,23,New Alyssa,Smart Thermostat,236.83,12-06-2023,1,5,51,672,1,Social Media,Negotiation,15,"Customer service was okay, but not great.",Neutral,0.05
421,Other,38,Port Regina,Smart Thermostat,452.64,30-08-2023,1,4,25,593,2,Email,Won,4,Works perfectly and integrates well with my other devices.,Positive,0.4375
422,Male,21,Morrishaven,Smart Light,472.15,08-05-2024,1,0,36,341,2,Social Media,Lost,2,Great product! Really loved the smart features.,Positive,0.638095238
423,Female,23,New Chloechester,Smart Speaker,475.36,25-03-2025,1,2,91,20,0,Referral,Qualified,6,The app is buggy and crashes often.,Neutral,0
424,Other,23,Harrismouth,Smart Plug,401.07,09-06-2023,1,1,58,675,2,Webinar,Demo,12,Good value for money. Would buy again.,Positive,0.7
425,Female,30,New Christineview,Security Camera,216.64,02-11-2023,1,5,93,529,1,Ad Campaign,Lead,3,The app is buggy and crashes often.,Neutral,0
426,Other,23,Port Calebview,Security Camera,340.79,23-10-2023,1,2,18,539,2,Email,Negotiation,9,Works perfectly and integrates well with my other devices.,Positive,0.4375
427,Female,54,South Stevenshire,Wearable,463.04,18-07-2023,0,4,3,636,2,Referral,Won,5,Great product! Really loved the smart features.,Positive,0.638095238
428,Female,37,Lake Clarencetown,Smart Speaker,265.72,12-02-2024,0,5,84,427,1,Social Media,Lost,1,Had to return it. Didn't meet expectations.,Neutral,0
429,Other,40,West Dylan,Smart Plug,118.24,02-03-2024,1,1,88,408,1,Webinar,Qualified,10,"Customer service was okay, but not great.",Neutral,0.05
430,Male,28,Stacyhaven,Smart Plug,356.67,23-10-2024,0,2,54,173,0,Ad Campaign,Demo,7,Good value for money. Would buy again.,Positive,0.7
431,Other,36,Smithview,Smart Plug,364.67,08-08-2024,0,5,97,249,0,Email,Lead,2,Fast delivery and easy setup.,Positive,0.316666667
432,Other,45,Lake Jasonburgh,Wearable,162.92,08-05-2023,0,3,7,707,1,Referral,Negotiation,13,Terrible experience. It stopped working in a week.,Negative,-1
433,Female,31,Lake Paul,Smart Speaker,170.28,16-03-2025,1,0,45,29,3,Social Media,Won,6,Had to return it. Didn't meet expectations.,Neutral,0
434,Male,34,Port Davidchester,Wearable,211.46,02-11-2023,0,2,80,529,1,Webinar,Lost,1,Terrible experience. It stopped working in a week.,Negative,-1
435,Female,61,Lindseyberg,Smart Light,46.66,28-03-2025,1,4,46,17,3,Ad Campaign,Qualified,8,Works perfectly and integrates well with my other devices.,Positive,0.4375
436,Female,65,Port Michael,Security Camera,382.99,28-10-2023,1,4,4,534,2,Email,Demo,9,Terrible experience. It stopped working in a week.,Negative,-1
437,Female,59,New Donna,Smart Thermostat,61.02,11-06-2023,1,3,32,673,1,Referral,Lead,4,Great product! Really loved the smart features.,Positive,0.638095238
438,Male,45,New Jeffreyside,Wearable,495.07,15-10-2023,0,2,36,547,2,Social Media,Negotiation,14,Great product! Really loved the smart features.,Positive,0.638095238
439,Male,20,Clarkfurt,Smart Light,200.73,20-08-2023,0,4,34,603,1,Webinar,Won,5,Had to return it. Didn't meet expectations.,Neutral,0
440,Male,56,Michelleside,Smart Plug,205.47,03-12-2024,0,4,24,132,3,Ad Campaign,Lost,3,"Customer service was okay, but not great.",Neutral,0.05
441,Female,67,Lake Shannonbury,Smart Speaker,34.14,19-07-2023,0,3,100,635,1,Email,Qualified,7,I'm very happy with my purchase. Highly recommend!,Positive,0.6
442,Other,20,West Chelsea,Security Camera,289.04,01-05-2023,1,4,4,714,2,Referral,Demo,11,The app is buggy and crashes often.,Neutral,0
443,Female,33,Port Dawn,Security Camera,288.26,03-06-2024,0,5,56,315,0,Social Media,Lead,3,Good value for money. Would buy again.,Positive,0.7
444,Female,67,South Dianahaven,Smart Thermostat,182.97,30-06-2024,0,1,66,288,0,Webinar,Negotiation,12,Fast delivery and easy setup.,Positive,0.316666667
445,Male,37,North Jennifermouth,Smart Light,285.81,06-01-2025,1,1,19,98,3,Ad Campaign,Won,4,Works perfectly and integrates well with my other devices.,Positive,0.4375
446,Female,60,Williamsberg,Smart Speaker,156.44,14-01-2024,1,4,71,456,1,Email,Lost,2,Product quality is bad. Not worth the money.,Negative,-0.425
447,Male,44,South Crystal,Smart Speaker,293.31,21-10-2024,0,0,81,175,0,Referral,Qualified,9,Terrible experience. It stopped working in a week.,Negative,-1
448,Other,63,East Lisa,Smart Speaker,79.92,22-03-2024,0,5,7,388,1,Webinar,Lead,1,"Customer service was okay, but not great.",Neutral,0.05
449,Other,36,Moorestad,Wearable,399.47,05-01-2025,0,5,53,99,0,Ad Campaign,Demo,10,Good value for money. Would buy again.,Positive,0.7
450,Female,69,Danielland,Wearable,147.22,16-04-2024,1,5,6,363,3,Social Media,Negotiation,15,I'm very happy with my purchase. Highly recommend!,Positive,0.6
451,Other,56,Watersstad,Wearable,298.23,04-02-2024,0,1,81,435,0,Email,Won,5,Had to return it. Didn't meet expectations.,Neutral,0
452,Other,48,South Jenniferstad,Smart Speaker,339.49,17-09-2023,1,4,63,575,2,Social Media,Lost,1,I'm very happy with my purchase. Highly recommend!,Positive,0.6
453,Female,32,New Patriciashire,Smart Thermostat,280.89,11-03-2025,0,0,35,34,3,Referral,Qualified,8,Had to return it. Didn't meet expectations.,Neutral,0
454,Female,62,East Jasonshire,Smart Light,238.13,24-12-2023,0,4,61,477,1,Webinar,Demo,7,Product quality is bad. Not worth the money.,Negative,-0.425
455,Male,45,Coopermouth,Smart Light,59.89,11-12-2023,0,2,47,490,1,Ad Campaign,Lead,2,Fast delivery and easy setup.,Positive,0.316666667
456,Male,47,East Russellbury,Smart Light,348.75,25-05-2024,0,0,15,324,3,Email,Negotiation,14,The app is buggy and crashes often.,Neutral,0
457,Male,67,Angelaberg,Security Camera,329.49,11-03-2025,1,0,37,34,3,Referral,Won,3,Had to return it. Didn't meet expectations.,Neutral,0
458,Other,45,Port Fredericktown,Security Camera,182.79,11-04-2024,0,1,90,368,0,Social Media,Lost,2,Good value for money. Would buy again.,Positive,0.7
459,Other,40,East Jennifer,Smart Light,377.12,22-12-2024,0,5,61,113,0,Webinar,Qualified,6,"Customer service was okay, but not great.",Neutral,0.05
460,Other,65,Nealside,Smart Speaker,145.86,25-09-2023,0,5,55,567,1,Ad Campaign,Demo,9,Had to return it. Didn't meet expectations.,Neutral,0
461,Other,43,Snowtown,Smart Light,323.09,06-09-2023,0,2,1,586,2,Email,Lead,4,Fast delivery and easy setup.,Positive,0.316666667
462,Other,21,Watsontown,Smart Speaker,350.34,05-06-2024,0,0,33,313,3,Referral,Negotiation,12,Had to return it. Didn't meet expectations.,Neutral,0
463,Male,29,East Laura,Security Camera,343.05,24-05-2023,1,2,83,691,2,Social Media,Won,6,Had to return it. Didn't meet expectations.,Neutral,0
464,Male,25,Elizabethfurt,Smart Plug,437.94,04-09-2024,1,1,73,222,0,Webinar,Lost,1,Fast delivery and easy setup.,Positive,0.316666667
465,Other,18,West Christinabury,Smart Plug,384.06,28-01-2024,0,1,51,442,2,Ad Campaign,Qualified,7,Great product! Really loved the smart features.,Positive,0.638095238
466,Male,31,Torresside,Smart Plug,271.51,31-08-2023,0,0,14,592,2,Email,Demo,11,I'm very happy with my purchase. Highly recommend!,Positive,0.6
467,Male,68,Taylormouth,Smart Thermostat,170.51,27-11-2024,0,1,48,138,3,Referral,Lead,3,Product quality is bad. Not worth the money.,Negative,-0.425
468,Male,46,West Stephanie,Security Camera,213.39,05-02-2025,1,0,39,68,3,Social Media,Negotiation,10,Terrible experience. It stopped working in a week.,Negative,-1
469,Female,29,Dawnstad,Security Camera,494.69,26-08-2023,0,4,36,597,2,Webinar,Won,5,Fast delivery and easy setup.,Positive,0.316666667
470,Other,67,West Charleschester,Smart Plug,208.85,15-11-2024,0,0,53,150,3,Ad Campaign,Lost,2,Great product! Really loved the smart features.,Positive,0.638095238
471,Male,62,Megantown,Security Camera,453.17,15-07-2023,1,1,35,639,2,Email,Qualified,9,The app is buggy and crashes often.,Neutral,0
472,Female,44,Smithborough,Smart Light,425.11,10-10-2024,1,2,94,186,0,Referral,Demo,13,Product quality is bad. Not worth the money.,Negative,-0.425
473,Other,65,Adamside,Smart Light,45.65,21-09-2023,1,1,60,571,1,Social Media,Lead,2,Great product! Really loved the smart features.,Positive,0.638095238
474,Female,54,Paulton,Smart Light,491.18,21-09-2023,0,1,86,571,2,Webinar,Negotiation,12,Fast delivery and easy setup.,Positive,0.316666667
475,Male,53,Pattersonland,Smart Plug,424.91,30-03-2024,0,2,100,380,0,Ad Campaign,Won,4,Fast delivery and easy setup.,Positive,0.316666667
476,Other,57,Hendricksview,Smart Speaker,47.96,07-04-2025,0,4,56,7,0,Email,Lead,4,Great product! Really loved the smart features.,Positive,0.638095238
477,Male,70,Townsendville,Security Camera,384.28,15-09-2024,0,0,37,211,3,Social Media,Qualified,7,Works perfectly and integrates well with my other devices.,Positive,0.4375
478,Male,25,Terryberg,Smart Plug,289.18,15-01-2024,1,4,51,455,1,Referral,Demo,10,Product quality is bad. Not worth the money.,Negative,-0.425
479,Other,29,Ponceburgh,Wearable,333.39,28-07-2024,1,0,18,260,3,Webinar,Negotiation,9,Had to return it. Didn't meet expectations.,Neutral,0
480,Female,56,South Anita,Smart Light,405.34,18-11-2024,0,0,64,147,0,Ad Campaign,Won,3,Good value for money. Would buy again.,Positive,0.7
481,Female,64,East Kathleenville,Smart Plug,477.93,18-01-2024,0,3,96,452,0,Email,Lost,2,Works perfectly and integrates well with my other devices.,Positive,0.4375
482,Female,33,Lake Melissafort,Smart Thermostat,202.7,27-02-2024,1,5,94,412,1,Referral,Qualified,6,Works perfectly and integrates well with my other devices.,Positive,0.4375
483,Female,21,New Michael,Wearable,172.13,20-04-2024,0,2,100,359,0,Webinar,Lead,5,Terrible experience. It stopped working in a week.,Negative,-1
484,Male,41,West Lisamouth,Smart Thermostat,405.73,18-07-2023,0,4,78,636,2,Ad Campaign,Demo,13,Good value for money. Would buy again.,Positive,0.7
485,Female,47,Davisbury,Wearable,252.13,04-01-2024,0,5,35,466,1,Social Media,Negotiation,15,Great product! Really loved the smart features.,Positive,0.638095238
486,Female,23,East Timothy,Smart Plug,225.03,22-04-2023,0,2,44,723,1,Email,Won,4,"Customer service was okay, but not great.",Neutral,0.05
487,Other,36,Reginamouth,Smart Plug,71.36,22-11-2023,0,4,59,509,1,Social Media,Lost,1,I'm very happy with my purchase. Highly recommend!,Positive,0.6
488,Other,18,East Kim,Wearable,186.14,27-03-2025,0,0,92,18,0,Referral,Qualified,9,"Customer service was okay, but not great.",Neutral,0.05
489,Male,41,Brownhaven,Wearable,400.58,11-02-2025,0,0,82,62,0,Webinar,Demo,7,"Customer service was okay, but not great.",Neutral,0.05
490,Other,28,Lake Chrisport,Wearable,485.14,15-06-2023,0,2,11,669,2,Ad Campaign,Lead,3,I'm very happy with my purchase. Highly recommend!,Positive,0.6
491,Female,39,South Vincentbury,Security Camera,101.22,24-06-2023,1,1,69,660,1,Email,Negotiation,12,Good value for money. Would buy again.,Positive,0.7
492,Other,54,Normanside,Smart Thermostat,292.55,25-05-2023,0,1,70,690,2,Referral,Won,6,Good value for money. Would buy again.,Positive,0.7
493,Female,66,Danielleton,Smart Speaker,133.37,10-03-2024,0,0,17,400,3,Social Media,Lost,2,Terrible experience. It stopped working in a week.,Negative,-1
494,Male,42,East Deborahton,Smart Speaker,138.77,10-08-2024,1,2,38,247,3,Webinar,Qualified,10,Had to return it. Didn't meet expectations.,Neutral,0
495,Other,29,Donaldchester,Smart Speaker,353.9,27-10-2024,1,4,48,169,0,Ad Campaign,Demo,8,I'm very happy with my purchase. Highly recommend!,Positive,0.6
496,Other,53,Reynoldstown,Wearable,121.03,04-02-2025,1,5,23,69,3,Email,Lead,1,Good value for money. Would buy again.,Positive,0.7
497,Female,44,Petersmouth,Smart Plug,435.21,13-04-2025,1,4,14,1,3,Referral,Negotiation,11,I'm very happy with my purchase. Highly recommend!,Positive,0.6
498,Other,25,North Nicolemouth,Wearable,114.18,09-08-2024,0,3,46,248,1,Social Media,Won,5,Product quality is bad. Not worth the money.,Negative,-0.425
499,Female,38,Elizabethburgh,Security Camera,276.81,20-06-2023,1,4,1,664,2,Webinar,Lost,3,Terrible experience. It stopped working in a week.,Negative,-1
500,Other,45,East Charles,Smart Plug,330.27,12-10-2023,0,4,41,550,2,Ad Campaign,Qualified,6,Fast delivery and easy setup.,Positive,0.316666667
